data,regiao,canal,produto,invest_marketing,ligacoes_vendas,visitas_site,emails_enviados,preco,preco_concorrente,desconto_pct,satisfacao,tickets_suporte,cliente_recorrente,sazonalidade_mes,unidades_vendidas,receita,transacoes,ticket_medio,lead_vai_comprar
2023-10-26,Sul,Representante,C,927.0,3,1191,702,108.53,100.53,0.081,3.07,0,0,10,72,7184.56,45,159.66,1
2023-10-28,Sul,Online,A,1488.0,12,1129,976,116.2,133.29,0.038,3.78,0,1,10,106,11849.24,127,93.3,1
2023-10-28,Centro-Oeste,Loja Física,C,1544.0,7,1788,1109,131.89,136.81,0.044,3.49,5,0,10,114,14377.27,107,134.37,1
2023-10-29,Sudeste,Loja Física,B,739.0,4,1697,602,71.93,74.15,0.186,4.44,0,1,10,138,8082.36,98,82.47,1
2023-10-29,Centro-Oeste,Online,C,2054.0,6,1890,833,114.67,117.53,0.042,3.92,2,0,10,121,13296.96,74,179.69,1
2023-10-30,Nordeste,Loja Física,C,1908.0,4,1698,1554,93.79,85.45,0.004,4.77,0,0,10,112,10457.25,90,116.19,1
2023-10-30,Centro-Oeste,Loja Física,A,3215.0,9,2894,1418,109.09,107.0,0.075,4.01,2,1,10,201,20280.39,139,145.9,1
2023-10-31,Nordeste,Loja Física,C,2185.0,11,1873,1395,91.82,79.87,0.06,4.33,0,0,10,120,10355.77,83,124.77,1
2023-10-31,Nordeste,Online,B,3906.0,8,2953,1145,96.74,99.1,0.101,3.49,2,1,10,196,17037.31,243,70.11,1
2023-10-31,Centro-Oeste,Loja Física,A,3059.0,10,2532,1304,90.96,92.05,0.145,4.06,0,0,10,163,12674.8,177,71.61,1
2023-10-31,Centro-Oeste,Loja Física,B,4688.0,4,2691,1109,127.97,123.59,0.113,3.18,0,0,10,176,19972.67,106,188.42,1
2023-10-31,Centro-Oeste,Loja Física,A,3175.0,5,2274,1346,142.5,149.4,0.026,3.67,0,1,10,162,22474.93,220,102.16,1
2023-11-01,Sul,Representante,B,2711.0,5,1699,927,97.35,100.81,0.079,3.78,1,0,11,121,10846.3,105,103.3,1
2023-11-01,Centro-Oeste,Representante,B,2009.0,12,1751,945,90.03,109.63,0.084,5.0,0,0,11,150,12373.05,100,123.73,1
2023-11-02,Nordeste,Online,C,2143.0,10,1737,1140,138.03,133.58,0.127,4.14,0,1,11,121,14573.3,119,122.46,1
2023-11-03,Centro-Oeste,Online,A,1942.0,8,1486,1137,136.64,114.89,0.038,4.43,0,0,11,116,15247.46,139,109.69,1
2023-11-03,Sudeste,Loja Física,A,2339.0,15,2026,612,102.59,89.87,0.103,2.81,2,1,11,134,12332.02,103,119.73,0
2023-11-04,Sul,Representante,B,5156.0,7,3513,1438,117.32,116.5,0.197,4.12,0,1,11,252,23730.54,163,145.59,1
2023-11-04,Nordeste,Representante,B,2056.0,10,1732,954,98.47,82.95,0.019,4.66,0,0,11,123,11875.95,111,106.99,1
2023-11-05,Centro-Oeste,Representante,B,2364.0,5,2406,811,138.86,128.32,0.057,3.85,0,0,11,159,20816.64,178,116.95,1
2023-11-06,Sudeste,Online,B,1196.0,8,1924,800,85.9,92.0,0.145,2.73,2,1,11,154,11313.72,161,70.27,1
2023-11-06,Nordeste,Online,C,2189.0,6,1581,676,103.86,85.8,0.067,3.22,2,1,11,95,9208.16,82,112.29,1
2023-11-07,Sudeste,Online,A,3838.0,5,2302,1691,108.86,104.02,0.04,3.51,0,1,11,184,19226.76,139,138.32,1
2023-11-08,Sudeste,Representante,A,1931.0,5,2496,1101,130.96,134.68,0.212,3.83,2,1,11,181,18675.78,226,82.64,1
2023-11-08,Sudeste,Representante,A,2245.0,9,1401,1553,110.35,118.41,0.137,3.32,1,0,11,125,11899.4,105,113.33,1
2023-11-09,Sudeste,Loja Física,A,3664.0,7,2154,1063,111.21,97.54,0.104,3.74,0,1,11,156,15539.74,138,112.61,1
2023-11-10,Centro-Oeste,Representante,C,3672.0,7,3051,1226,131.72,140.24,0.129,4.89,1,1,11,198,22720.44,123,184.72,1
2023-11-10,Nordeste,Online,A,2203.0,9,2430,1241,111.29,111.63,0.029,4.63,0,1,11,170,18374.31,152,120.88,1
2023-11-10,Sudeste,Online,B,2343.0,8,2056,2104,122.6,113.67,0.207,3.76,2,0,11,189,18383.27,126,145.9,1
2023-11-11,Sul,Online,B,3740.0,6,2132,1088,79.46,73.16,0.101,4.16,0,0,11,149,10644.31,201,52.96,1
2023-11-12,Sul,Representante,A,1521.0,10,1665,692,137.29,135.6,0.123,3.32,0,0,11,106,12762.77,117,109.08,1
2023-11-12,Centro-Oeste,Representante,B,1640.0,7,1034,549,144.53,139.44,0.032,3.98,1,1,11,94,13147.76,98,134.16,1
2023-11-12,Sul,Online,B,2343.0,8,1735,936,125.09,114.43,0.081,4.44,0,0,11,132,15178.61,181,83.86,1
2023-11-13,Nordeste,Representante,C,1788.0,10,1126,532,113.39,103.33,0.154,4.09,2,0,11,68,6519.65,50,130.39,1
2023-11-13,Sul,Online,A,2972.0,7,1801,1256,127.66,131.33,0.066,3.01,1,1,11,135,16102.0,104,154.83,1
2023-11-13,Sudeste,Representante,A,1049.0,6,1134,838,103.5,101.59,0.181,4.99,0,1,11,110,9329.54,74,126.07,1
2023-11-14,Centro-Oeste,Loja Física,A,4463.0,13,2703,1489,105.99,121.5,0.056,3.46,0,1,11,191,19117.06,265,72.14,1
2023-11-14,Sudeste,Loja Física,A,1754.0,7,1600,1113,102.46,112.48,0.021,3.41,0,0,11,121,12138.58,141,86.09,0
2023-11-14,Sudeste,Representante,A,927.0,12,1244,662,117.01,114.95,0.057,3.66,0,0,11,94,10369.04,94,110.31,1
2023-11-15,Nordeste,Online,A,1260.0,8,1451,871,136.08,111.89,0.166,3.43,0,0,11,92,10441.31,103,101.37,1
2023-11-16,Centro-Oeste,Representante,A,1099.0,10,2164,820,104.24,110.77,0.121,3.85,1,1,11,153,14022.07,137,102.35,1
2023-11-17,Centro-Oeste,Online,B,2984.0,9,1929,1096,107.73,112.86,0.054,3.5,1,1,11,157,16003.1,124,129.06,1
2023-11-17,Sul,Loja Física,B,1081.0,11,854,1231,102.13,84.56,0.092,3.18,0,1,11,82,7607.36,69,110.25,0
2023-11-18,Sudeste,Online,B,1090.0,8,1538,529,113.25,115.91,0.027,4.51,2,1,11,134,14762.57,94,157.05,1
2023-11-19,Centro-Oeste,Online,C,1705.0,7,1111,597,128.88,140.55,0.149,3.55,1,0,11,77,8449.55,96,88.02,1
2023-11-19,Sul,Loja Física,B,3409.0,9,1891,1405,127.22,123.07,0.102,2.05,0,0,11,133,15188.52,113,134.41,1
2023-11-19,Centro-Oeste,Representante,C,1805.0,11,1103,905,82.81,82.2,0.09,4.32,0,0,11,88,6632.87,63,105.28,1
2023-11-20,Sudeste,Representante,B,201.0,4,1007,771,90.63,91.98,0.072,3.46,2,0,11,89,7482.07,53,141.17,1
2023-11-21,Nordeste,Online,B,1065.0,11,1086,715,114.08,126.77,0.044,3.56,0,0,11,86,9378.17,82,114.37,1
2023-11-21,Nordeste,Loja Física,A,3226.0,11,2929,1453,134.68,151.85,0.027,3.77,0,1,11,186,24384.3,131,186.14,1
2023-11-21,Sudeste,Online,B,1158.0,7,1251,624,108.58,116.65,0.067,2.83,3,0,11,91,9222.56,77,119.77,1
2023-11-22,Centro-Oeste,Representante,B,2063.0,6,1974,786,91.55,92.46,0.092,4.38,0,1,11,148,12309.27,108,113.97,1
2023-11-22,Centro-Oeste,Representante,C,1723.0,3,1054,461,110.11,94.73,0.123,4.25,1,1,11,72,6952.94,68,102.25,1
2023-11-23,Sudeste,Loja Física,C,1254.0,11,1744,711,124.24,130.38,0.009,3.18,0,1,11,120,14775.82,128,115.44,1
2023-11-23,Nordeste,Representante,B,2458.0,7,2581,910,108.87,122.48,0.135,3.97,0,1,11,181,17052.54,123,138.64,1
2023-11-23,Sudeste,Representante,B,1841.0,9,1291,887,132.49,136.58,0.059,4.16,1,1,11,125,15579.69,101,154.25,1
2023-11-24,Sul,Online,A,6667.0,8,3829,1666,102.21,100.93,0.17,3.49,4,0,11,242,20535.87,241,85.21,1
2023-11-25,Sudeste,Online,A,3822.0,10,2308,1088,135.65,136.42,0.012,3.86,3,1,11,184,24665.8,238,103.64,1
2023-11-26,Nordeste,Representante,A,1594.0,3,1794,647,119.94,125.75,0.039,4.33,2,1,11,125,14412.15,80,180.15,1
2023-11-26,Sudeste,Loja Física,B,1042.0,7,1478,779,95.03,89.32,0.056,3.51,1,1,11,123,11033.58,138,79.95,1
2023-11-27,Sudeste,Representante,C,706.0,12,1315,828,97.65,109.33,0.046,3.67,0,0,11,98,9131.84,109,83.78,0
2023-11-27,Sudeste,Loja Física,A,1577.0,15,2554,593,90.93,98.72,0.035,3.66,1,1,11,174,15275.13,203,75.25,1
2023-11-27,Sudeste,Loja Física,B,2769.0,12,2580,1271,103.31,115.53,0.043,4.5,0,0,11,203,20071.94,256,78.41,1
2023-12-02,Sul,Online,B,857.0,10,1282,502,96.76,94.38,0.017,3.94,1,0,12,95,9034.31,68,132.86,0
2023-12-03,Nordeste,Representante,B,1225.0,14,1647,668,102.07,106.16,0.102,4.15,1,0,12,116,10635.57,147,72.35,1
2023-12-04,Sul,Online,A,1935.0,8,1076,1110,145.64,163.93,0.071,2.73,3,0,12,90,12175.96,62,196.39,1
2023-12-04,Sul,Online,B,937.0,6,1699,739,131.46,137.0,0.096,3.66,0,0,12,124,14741.85,92,160.24,0
2023-12-04,Sudeste,Online,A,1100.0,10,1766,833,118.88,112.6,0.109,3.81,1,1,12,141,14943.14,187,79.91,1
2023-12-05,Nordeste,Loja Física,A,1007.0,5,785,461,66.05,69.41,0.025,3.09,1,0,12,51,3284.53,55,59.72,0
2023-12-05,Nordeste,Loja Física,A,1742.0,10,1900,1472,132.16,113.01,0.05,4.11,0,1,12,141,17696.68,125,141.57,1
2023-12-06,Sul,Online,C,1322.0,7,1566,1168,121.0,123.54,0.065,3.75,0,1,12,121,13690.16,119,115.04,1
2023-12-06,Nordeste,Online,B,3396.0,5,2437,1049,107.31,115.52,0.015,3.63,0,0,12,154,16276.74,194,83.9,1
2023-12-06,Nordeste,Representante,C,1283.0,5,1921,1010,129.76,120.3,0.05,5.0,1,0,12,119,14667.26,141,104.02,1
2023-12-06,Sul,Loja Física,C,1936.0,10,2631,1226,80.47,72.59,0.037,3.83,0,1,12,165,12785.22,109,117.3,1
2023-12-07,Centro-Oeste,Online,A,4803.0,7,2506,1240,119.29,100.68,0.077,3.88,3,1,12,173,19055.52,227,83.95,1
2023-12-08,Sul,Online,A,4146.0,8,2978,1278,155.93,168.24,0.114,3.01,1,0,12,186,25703.09,137,187.61,1
2023-12-08,Sul,Representante,A,1572.0,3,1585,1910,113.22,140.85,0.016,4.16,1,0,12,141,15703.96,93,168.86,1
2023-12-08,Centro-Oeste,Online,C,2092.0,6,1493,857,121.31,113.15,0.024,4.91,0,1,12,109,12902.26,103,125.26,1
2023-12-08,Nordeste,Online,A,2301.0,6,2401,550,118.0,128.3,0.112,4.2,0,0,12,139,14561.13,106,137.37,1
2023-12-08,Nordeste,Online,C,568.0,6,1343,732,123.4,117.02,0.041,4.45,0,0,12,87,10300.38,71,145.08,1
2023-12-09,Centro-Oeste,Representante,A,1937.0,9,1054,1282,100.54,122.65,0.075,3.78,0,0,12,98,9115.52,99,92.08,1
2023-12-10,Nordeste,Online,A,2026.0,8,1459,1015,93.19,90.75,0.169,3.86,2,0,12,105,8129.17,119,68.31,1
2023-12-10,Sul,Online,B,809.0,8,839,932,113.51,127.73,0.053,3.18,1,0,12,87,9355.55,71,131.77,1
2023-12-11,Sul,Online,B,1249.0,16,1097,785,139.74,143.2,0.018,4.35,1,0,12,97,13314.5,102,130.53,0
2023-12-11,Nordeste,Representante,A,2353.0,8,1422,754,92.84,87.58,0.154,3.74,0,0,12,90,7070.39,122,57.95,1
2023-12-12,Nordeste,Representante,A,1838.0,5,1480,747,98.94,110.56,0.153,3.46,0,0,12,99,8294.05,121,68.55,1
2023-12-12,Sudeste,Representante,C,396.0,10,1611,246,124.08,124.33,0.111,4.23,0,0,12,94,10364.91,124,83.59,1
2023-12-12,Nordeste,Loja Física,B,2661.0,11,2599,1138,84.71,102.44,0.018,4.56,0,0,12,175,14551.22,128,113.68,1
2023-12-12,Sudeste,Online,C,2939.0,12,1905,1291,128.89,148.54,0.05,3.17,1,0,12,143,17505.77,159,110.1,1
2023-12-12,Sudeste,Loja Física,B,1750.0,8,1464,1215,115.47,105.55,0.14,4.48,2,0,12,125,12406.1,158,78.52,0
2023-12-12,Sudeste,Loja Física,A,4335.0,8,2896,1443,129.1,133.55,0.05,4.01,1,0,12,199,24413.05,242,100.88,1
2023-12-14,Nordeste,Loja Física,A,1589.0,10,1403,926,124.65,130.41,0.067,4.59,0,1,12,109,12671.44,138,91.82,1
2023-12-14,Sul,Loja Física,B,3033.0,6,1921,1451,88.74,90.85,0.046,3.67,1,1,12,154,13038.79,114,114.38,1
2023-12-14,Sul,Loja Física,C,1590.0,9,1412,1259,110.6,106.0,0.083,2.89,0,0,12,93,9427.59,64,147.31,1
2023-12-15,Centro-Oeste,Online,B,1648.0,12,1915,1559,123.51,131.86,0.049,3.26,1,1,12,172,20198.48,190,106.31,1
2023-12-15,Centro-Oeste,Loja Física,B,1549.0,11,1501,857,100.47,108.44,0.112,2.79,2,1,12,118,10525.49,125,84.2,1
2023-12-15,Sul,Online,B,1991.0,10,2049,1075,122.59,138.6,0.057,4.02,1,1,12,172,19892.7,214,92.96,1
2023-12-15,Nordeste,Representante,B,2354.0,9,2401,1203,110.29,96.79,0.104,4.47,0,1,12,169,16703.03,135,123.73,1
2023-12-15,Centro-Oeste,Loja Física,A,2062.0,6,2313,972,114.29,111.91,0.092,4.55,0,0,12,150,15561.24,117,133.0,1
2023-12-16,Nordeste,Representante,A,808.0,6,2008,839,114.07,109.48,0.056,3.55,0,1,12,131,14112.63,131,107.73,0
2023-12-17,Sul,Representante,A,2345.0,3,1181,1444,127.75,135.84,0.023,4.29,0,1,12,115,14351.96,89,161.26,1
2023-12-18,Nordeste,Representante,B,3649.0,3,1990,906,103.61,93.78,0.029,2.62,1,1,12,133,13385.57,156,85.8,1
2023-12-18,Sudeste,Online,C,1689.0,7,1740,746,96.4,114.38,0.08,3.84,2,0,12,127,11269.2,132,85.37,1
2023-12-20,Sudeste,Representante,B,4148.0,6,2137,2371,103.23,99.23,0.064,3.96,0,1,12,213,20574.76,195,105.51,1
2023-12-21,Sul,Online,B,5159.0,9,2324,2250,96.94,99.23,0.057,3.27,1,0,12,192,17559.31,169,103.9,1
2023-12-21,Centro-Oeste,Loja Física,C,2013.0,12,2425,717,88.41,87.02,0.065,3.8,0,0,12,140,11570.79,108,107.14,1
2023-12-21,Sudeste,Representante,A,1016.0,4,819,336,104.46,104.45,0.021,3.87,0,0,12,65,6648.22,62,107.23,0
2023-12-23,Centro-Oeste,Loja Física,C,3347.0,6,2544,1433,134.93,121.47,0.072,3.97,2,0,12,153,19150.79,195,98.21,1
2023-12-23,Nordeste,Representante,A,3517.0,5,2097,1384,124.09,149.3,0.096,3.54,0,1,12,158,17718.37,102,173.71,1
2023-12-23,Sul,Representante,A,1103.0,10,1420,496,117.97,119.87,0.025,3.83,1,0,12,98,11266.39,101,111.55,1
2023-12-24,Centro-Oeste,Loja Física,B,943.0,6,1480,1267,68.18,71.28,0.046,3.01,0,0,12,115,7478.11,87,85.96,0
2023-12-25,Sudeste,Loja Física,B,753.0,4,1069,1581,139.81,150.08,0.069,2.75,2,0,12,110,14315.16,109,131.33,0
2023-12-25,Sul,Online,C,1630.0,8,1475,1136,103.14,109.04,0.048,2.56,2,1,12,107,10507.6,99,106.14,1
2023-12-26,Sudeste,Loja Física,C,1172.0,7,1577,1033,74.91,61.77,0.123,3.79,3,1,12,118,7753.0,111,69.85,1
2023-12-26,Nordeste,Online,A,1685.0,10,1021,746,139.98,149.96,0.1,2.52,3,1,12,85,10707.03,78,137.27,1
2023-12-26,Sul,Loja Física,B,3985.0,5,3362,1576,86.97,91.45,0.117,3.94,1,1,12,242,18577.62,183,101.52,1
2023-12-26,Sudeste,Loja Física,A,2423.0,11,1188,549,109.81,112.64,0.092,4.03,0,1,12,99,9874.1,109,90.59,1
2023-12-26,Sudeste,Representante,B,3696.0,12,2978,1187,88.99,77.47,0.148,3.49,2,1,12,222,16832.89,305,55.19,1
2023-12-27,Sul,Representante,B,1862.0,8,1430,826,131.68,138.44,0.148,4.65,0,0,12,117,13132.89,138,95.17,1
2023-12-27,Nordeste,Loja Física,B,1965.0,8,1361,1088,70.46,82.93,0.107,4.81,0,1,12,124,7805.21,138,56.56,1
2023-12-30,Sudeste,Online,A,648.0,6,924,467,128.02,136.51,0.108,2.45,3,0,12,64,7304.64,46,158.8,1
2023-12-30,Sul,Representante,A,1590.0,7,1611,1136,126.7,125.07,0.021,4.56,0,0,12,119,14766.77,87,169.73,1
2023-12-31,Sul,Loja Física,C,941.0,9,1142,458,121.45,136.93,0.011,3.08,0,0,12,78,9373.29,64,146.46,1
2023-12-31,Sudeste,Online,C,898.0,9,1559,430,141.28,147.85,0.043,3.01,1,1,12,107,14470.29,77,187.93,1
2023-12-31,Centro-Oeste,Online,C,2798.0,6,1711,1032,97.92,95.91,0.124,3.19,2,1,12,118,10124.39,145,69.82,1
2023-12-31,Centro-Oeste,Online,B,979.0,7,1904,1355,97.16,96.81,0.065,3.9,2,0,12,154,13985.56,154,90.82,0
2024-01-01,Sudeste,Loja Física,A,2492.0,9,2185,1146,89.87,95.23,0.069,3.07,0,0,1,150,12551.6,151,83.12,1
2024-01-02,Centro-Oeste,Loja Física,C,1831.0,8,2020,1111,115.89,119.98,0.03,2.98,1,1,1,133,14946.27,108,138.39,1
2024-01-02,Centro-Oeste,Representante,C,1199.0,9,1332,473,117.95,130.59,0.044,3.95,1,1,1,98,11050.39,85,130.0,1
2024-01-02,Sul,Loja Física,B,1642.0,4,1340,1126,146.03,146.3,0.016,3.74,1,0,1,107,15371.14,133,115.57,1
2024-01-02,Centro-Oeste,Loja Física,C,608.0,10,2030,764,112.3,103.18,0.149,3.85,1,0,1,111,10602.17,88,120.48,1
2024-01-03,Sul,Loja Física,C,3389.0,7,2033,1501,112.76,122.21,0.039,3.42,0,0,1,133,14411.86,112,128.68,1
2024-01-04,Sul,Representante,B,764.0,10,868,902,106.08,97.58,0.164,3.87,0,1,1,94,8331.81,124,67.19,1
2024-01-04,Centro-Oeste,Online,C,5191.0,5,2965,1159,139.18,135.62,0.041,3.7,1,1,1,183,24421.76,211,115.74,1
2024-01-04,Sudeste,Representante,A,1158.0,8,1625,647,142.39,131.16,0.053,4.31,1,0,1,110,14831.26,138,107.47,0
2024-01-04,Nordeste,Loja Física,C,384.0,5,1446,451,130.8,121.01,0.062,4.49,0,0,1,83,10178.33,115,88.51,1
2024-01-05,Centro-Oeste,Representante,C,643.0,6,1726,395,121.03,128.61,0.075,3.45,0,0,1,101,11303.71,111,101.84,1
2024-01-06,Sudeste,Loja Física,A,4558.0,7,2995,1214,125.56,144.52,0.052,5.0,0,1,1,224,26663.48,187,142.59,1
2024-01-06,Sul,Representante,B,1912.0,13,1513,1455,137.07,147.57,0.036,3.91,0,1,1,150,19824.1,104,190.62,1
2024-01-06,Sul,Representante,B,2612.0,3,1831,978,138.73,134.84,0.051,4.09,0,0,1,140,18434.1,116,158.91,1
2024-01-07,Sudeste,Online,A,1525.0,13,2052,544,129.46,130.55,0.048,4.15,0,1,1,153,18854.57,166,113.58,1
2024-01-07,Nordeste,Representante,B,1278.0,5,1517,737,102.83,93.62,0.097,3.04,0,1,1,109,10120.86,78,129.75,0
2024-01-08,Sul,Loja Física,A,3276.0,8,2012,1361,110.48,119.68,0.06,3.34,0,1,1,154,15987.42,178,89.82,1
2024-01-08,Nordeste,Representante,C,2321.0,5,1653,945,117.66,115.32,0.085,4.44,0,1,1,115,12375.41,131,94.47,1
2024-01-08,Nordeste,Representante,B,399.0,6,1921,996,150.57,167.85,0.077,3.18,2,1,1,152,21133.56,196,107.82,1
2024-01-08,Nordeste,Loja Física,C,2724.0,12,1835,1214,102.87,105.23,0.108,3.48,0,0,1,108,9912.05,110,90.11,1
2024-01-08,Sudeste,Online,B,2313.0,11,1570,1092,126.74,125.19,0.118,2.27,1,1,1,145,16203.09,197,82.25,1
2024-01-08,Sudeste,Representante,A,3645.0,10,2548,1478,123.99,111.06,0.054,3.46,0,1,1,194,22751.24,119,191.19,1
2024-01-09,Nordeste,Online,C,913.0,8,1491,585,87.68,90.35,0.065,3.7,2,0,1,83,6807.36,114,59.71,1
2024-01-09,Sudeste,Loja Física,A,1902.0,8,2058,895,84.55,98.67,0.123,3.83,0,1,1,161,11938.19,197,60.6,1
2024-01-09,Sul,Online,A,3271.0,11,2256,873,124.52,115.71,0.076,4.49,0,0,1,152,17488.15,114,153.4,1
2024-01-09,Centro-Oeste,Online,B,1792.0,12,2048,841,114.51,96.28,0.023,4.89,0,0,1,155,17332.37,145,119.53,1
2024-01-10,Nordeste,Online,C,331.0,8,1217,734,94.24,87.75,0.066,4.23,0,0,1,83,7309.31,99,73.83,1
2024-01-11,Centro-Oeste,Loja Física,C,2830.0,5,1744,1394,140.84,144.36,0.024,3.91,0,1,1,134,18421.9,98,187.98,1
2024-01-12,Nordeste,Loja Física,B,4490.0,5,3880,1301,144.95,151.62,0.044,4.61,1,0,1,238,32989.73,187,176.42,1
2024-01-14,Centro-Oeste,Representante,B,3743.0,8,2198,1354,129.58,143.79,0.08,4.74,0,1,1,185,22046.76,227,97.12,1
2024-01-14,Centro-Oeste,Representante,B,4523.0,2,3527,1506,106.22,121.61,0.16,4.9,2,0,1,249,22219.67,292,76.09,1
2024-01-15,Sudeste,Loja Física,A,4659.0,11,2876,1279,120.62,127.77,0.028,2.62,1,1,1,204,23914.5,200,119.57,1
2024-01-15,Sul,Online,B,1931.0,9,2264,1180,125.62,138.1,0.089,4.1,2,1,1,183,20936.28,247,84.76,1
2024-01-15,Sudeste,Online,B,3852.0,11,3656,1229,126.57,124.73,0.06,3.47,3,0,1,262,31172.11,300,103.91,1
2024-01-15,Nordeste,Representante,C,1256.0,21,1040,633,99.56,89.36,0.035,4.14,0,1,1,83,7975.33,111,71.85,1
2024-01-18,Sul,Online,A,960.0,10,1204,1066,112.86,117.39,0.02,4.39,0,1,1,117,12941.75,103,125.65,1
2024-01-19,Sul,Online,A,659.0,8,858,1135,94.72,94.2,0.076,3.85,1,0,1,84,7348.96,87,84.47,0
2024-01-19,Centro-Oeste,Loja Física,B,523.0,11,585,729,139.29,127.19,0.139,5.0,0,0,1,67,8038.03,54,148.85,1
2024-01-19,Sudeste,Loja Física,B,4021.0,10,2744,1294,111.46,93.73,0.031,1.88,1,1,1,191,20624.91,129,159.88,1
2024-01-19,Sudeste,Online,A,2121.0,5,1647,943,108.16,99.82,0.032,3.71,0,1,1,133,13930.39,82,169.88,1
2024-01-20,Sul,Representante,B,168.0,6,718,349,118.35,113.56,0.016,3.93,2,0,1,59,6869.31,52,132.1,1
2024-01-20,Sul,Loja Física,B,787.0,6,1312,840,142.74,144.11,0.067,2.98,2,1,1,106,14109.54,86,164.06,1
2024-01-20,Sudeste,Representante,B,2876.0,12,1892,1129,74.67,66.33,0.074,3.86,0,1,1,163,11270.22,152,74.15,0
2024-01-20,Sul,Representante,B,2255.0,13,1661,923,122.57,131.59,0.078,3.45,2,1,1,136,15375.8,173,88.88,1
2024-01-21,Sudeste,Online,C,1919.0,13,1614,880,111.34,115.88,0.146,2.45,1,0,1,110,10464.07,67,156.18,1
2024-01-21,Centro-Oeste,Representante,C,2527.0,9,2671,766,105.5,116.44,0.066,3.83,3,1,1,163,16064.49,227,70.77,1
2024-01-21,Nordeste,Representante,B,1820.0,11,1705,1252,116.39,120.25,0.046,3.44,1,1,1,138,15328.11,98,156.41,1
2024-01-21,Nordeste,Representante,A,1377.0,4,959,1364,106.87,87.61,0.09,4.3,2,1,1,98,9526.57,73,130.5,1
2024-01-21,Centro-Oeste,Loja Física,A,1694.0,14,1434,639,107.17,106.35,0.015,3.79,1,1,1,109,11501.87,123,93.51,1
2024-01-22,Sul,Loja Física,A,2088.0,3,1571,962,163.96,181.13,0.045,3.65,1,1,1,116,18157.09,84,216.16,1
2024-01-22,Centro-Oeste,Online,A,1734.0,4,1769,523,116.63,116.0,0.044,4.26,1,1,1,130,14492.9,159,91.15,1
2024-01-23,Sudeste,Online,A,1042.0,4,866,1233,99.79,91.74,0.032,4.04,0,0,1,94,9079.48,98,92.65,0
2024-01-23,Sudeste,Online,A,1243.0,2,1189,996,127.01,132.54,0.056,3.51,0,1,1,109,13062.32,122,107.07,1
2024-01-23,Sudeste,Online,C,2344.0,5,1285,1314,118.0,110.86,0.07,3.32,0,1,1,113,12398.11,126,98.4,1
2024-01-25,Centro-Oeste,Representante,A,2854.0,13,2835,859,144.71,138.39,0.068,3.64,0,0,1,175,23599.4,213,110.8,1
2024-01-25,Sul,Loja Física,B,2434.0,6,2149,1212,83.2,74.07,0.067,3.42,1,1,1,160,12422.87,146,85.09,1
2024-01-26,Nordeste,Loja Física,A,458.0,9,1601,645,84.68,89.05,0.035,4.13,4,0,1,103,8420.19,63,133.65,1
2024-01-26,Centro-Oeste,Loja Física,C,2276.0,5,1933,779,135.94,112.07,0.042,3.7,1,0,1,110,14328.36,124,115.55,1
2024-01-27,Sudeste,Loja Física,B,3097.0,10,1767,1146,119.34,112.75,0.109,3.22,0,0,1,142,15096.61,103,146.57,1
2024-01-27,Nordeste,Loja Física,B,936.0,5,887,959,71.01,69.3,0.125,3.09,1,0,1,73,4534.97,95,47.74,0
2024-01-28,Nordeste,Representante,C,709.0,7,1792,343,125.77,115.37,0.1,4.04,0,1,1,103,11655.89,138,84.46,1
2024-01-28,Sul,Online,C,3144.0,9,2430,1704,107.09,103.14,0.028,3.25,0,1,1,169,17591.7,185,95.09,1
2024-01-28,Sul,Online,C,2120.0,5,1525,1238,100.46,112.2,0.018,3.97,0,0,1,117,11543.0,130,88.79,1
2024-01-28,Sul,Online,A,1339.0,6,1197,1012,132.84,146.39,0.124,3.39,2,1,1,108,12574.48,148,84.96,1
2024-01-29,Centro-Oeste,Loja Física,C,1635.0,10,1670,629,120.81,103.72,0.07,5.0,0,1,1,115,12924.85,109,118.58,1
2024-01-29,Centro-Oeste,Loja Física,C,1250.0,6,1423,751,109.02,103.03,0.048,2.45,3,0,1,73,7577.64,87,87.1,1
2024-01-30,Sul,Loja Física,C,1890.0,7,1520,679,120.27,123.96,0.069,2.27,3,1,1,91,10187.35,97,105.02,1
2024-01-31,Sul,Representante,B,4050.0,11,3153,1372,109.15,82.24,0.014,4.8,2,1,1,226,24313.87,298,81.59,1
2024-01-31,Nordeste,Representante,B,424.0,8,1335,531,105.73,105.55,0.009,4.66,0,0,1,98,10271.37,103,99.72,1
2024-01-31,Sudeste,Loja Física,B,2003.0,5,1577,1132,123.03,126.15,0.046,4.59,0,0,1,141,16549.81,143,115.73,1
2024-01-31,Sudeste,Representante,A,1527.0,5,1323,848,82.77,73.31,0.023,3.22,0,1,1,112,9060.42,101,89.71,1
2024-02-01,Sudeste,Online,C,2190.0,7,1443,1237,98.71,119.52,0.229,3.32,0,0,2,122,9286.14,109,85.19,1
2024-02-01,Sudeste,Representante,C,1932.0,11,2429,907,149.25,156.69,0.058,4.11,0,0,2,155,21798.15,105,207.6,1
2024-02-01,Nordeste,Representante,B,1632.0,8,1510,1022,143.48,137.95,0.124,2.71,2,1,2,127,15959.57,96,166.25,1
2024-02-02,Sudeste,Loja Física,C,1458.0,12,1207,1075,82.5,88.79,0.185,4.14,0,1,2,112,7526.67,137,54.94,1
